iteration,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
2720,[  82.66666667  102.76923077],[ 98.19262295  99.50819672],[  91.86206897  101.36206897],[ 94.5483871   98.32258065],[  79.2195122  100.       ],[ 95.20118343  98.85207101],[ 104.48780488  101.75609756],[ 106.75675676  112.62162162],[  95.38780488  111.56341463],[ 70.075  93.875],[ 102.86341463   88.34634146],[ 97.50877193  94.18388564],[ 85.62068966  93.05517241],[ 124.94199134  112.79220779],[ 87.03333333  99.1       ],[ 101.71365058   95.03787255],[  69.88888889  100.82222222],[ 90.36363636  92.47727273],[ 106.28571429  104.46938776],[ 109.00796813   94.15737052],[ 106.4921466   103.53926702],[  99.56521739  100.17391304],[ 95.21126761  93.76056338],[ 75.44117647  99.97058824],[ 108.94594595   88.09459459],[  86.52117264  103.7980456 ],[  95.375  112.6  ],[ 95.48066298  95.90055249],[  82.90266061  106.4944841 ],[ 100.52980132   70.40397351],[ 109.29468599   94.07246377],[ 95.0340686  99.7597875],[  80.83783784  108.2972973 ],[  98.446875  100.28125 ],[ 104.22535211   85.94366197],[ 105.96850394  102.12598425],[  99.96  103.76],[ 79.3125  71.75  ],[ 72.18461538  97.71057692],[  99.59110169  100.56991525],[ 122.21364985  158.77448071],[  96.54112554  109.33766234],[ 104.0625   90.4375],[ 106.3670412   100.62172285],[ 107.91524943   97.5127551 ],[  75.44444444  109.66666667],[ 83.34375  99.875  ],[  70.8097561   125.57073171],[ 100.38207547   71.20754717],[ 101.4          93.27586207],[  96.67142857  106.48571429],[  84.63713405  106.49383667],[ 100.51485149   98.22112211],[  85.44186047  100.76744186],[  94.69387755  112.71428571],[ 93.63414634  78.07317073],[ 104.125       100.90277778],[ 104.22580645  102.61290323],[ 101.38782878   87.47034554],[ 92.04063098  89.51481836]
2740,[ 81.     91.025],[ 98.50403226  96.98387097],[ 77.20754717  91.67924528],[  82.56666667  105.13333333],[  85.39473684  113.71052632],[  99.72571429  100.64      ],[ 98.33333333  91.38461538],[ 101.25        110.46428571],[  97.76155718  112.0486618 ],[ 67.93939394  85.6969697 ],[ 91.68014706  90.51102941],[ 99.51126808  94.53918601],[ 85.06040268  90.75838926],[ 135.02782609  113.48086957],[  90.72727273  115.84848485],[ 101.29333994   95.64468683],[  81.71794872  117.58974359],[ 95.08433735  99.89156627],[ 105.29310345  107.4137931 ],[ 104.75906183   93.63113006],[ 107.87244898   99.72959184],[ 103.35416667  104.54166667],[ 84.74242424  96.24242424],[ 102.48387097   94.90322581],[ 90.14545455  94.58181818],[ 92.54054054  98.1722973 ],[ 109.           95.29411765],[ 92.62303665  97.93193717],[  82.30331754  106.01658768],[ 104.39855072   72.10144928],[ 106.06122449   96.55612245],[ 98.42049055  99.76505105],[ 83.14285714  99.02857143],[ 96.77901639  99.09508197],[ 112.5    87.35],[ 105.75968992  101.11627907],[  93.68421053  114.35087719],[ 79.48979592  87.08163265],[ 74.02077432  98.5618508 ],[ 97.87888199  71.82608696],[ 125.16956522  128.2173913 ],[  94.00819672  109.56147541],[  99.32258065  101.61290323],[ 107.31358885   96.08710801],[ 105.38118949  100.38257261],[  82.87037037  104.27777778],[  74.82142857  105.5       ],[  79.4795082  115.9057377],[ 98.25242718  72.70873786],[ 108.85507246   91.50724638],[ 100.84210526  106.11842105],[  85.11486998  106.53319869],[ 102.79401993   99.33554817],[  87.37777778  103.97777778],[  97.56756757  110.21621622],[ 102.12195122   91.95121951],[ 103.15151515  109.04545455],[ 89.86666667  99.06666667],[ 100.82218684   83.63322718],[  91.68931069  104.13736264]
2760,[ 74.75  93.05],[ 101.15918367   95.69795918],[ 86.06349206  86.92063492],[  85.          105.15789474],[  96.57142857  119.78571429],[  95.56284153  104.12568306],[  91.675  104.2  ],[ 106.13793103   95.4137931 ],[ 101.3166287   112.38496583],[ 73.77419355  87.35483871],[ 79.13659794  89.62886598],[ 101.17304436   99.03826617],[ 87.11612903  86.29032258],[ 143.12640163  107.49133537],[ 101.44736842  113.92105263],[ 101.96722635   96.60526316],[  77.40425532  126.38297872],[ 99.12658228  94.11392405],[ 103.81690141  104.23943662],[ 100.76595745   90.53617021],[ 109.81862745   96.95098039],[ 99.48333333  77.85      ],[ 87.84415584  90.61038961],[ 110.67741935   99.58064516],[ 73.79245283  95.94339623],[ 96.06164384  99.59589041],[ 107.1875    92.40625],[ 90.30208333  99.46354167],[  86.27657076  105.14914856],[ 78.78761062  84.72566372],[ 107.32984293   94.7539267 ],[ 101.0895793    99.85747099],[  89.6         111.66666667],[  94.17537827  100.85006878],[ 119.62666667   87.72      ],[ 106.696  100.304],[ 105.09230769  102.18461538],[ 89.2   97.28],[ 83.01435811  82.90878378],[ 79.08510638  63.12765957],[ 98.10328638  90.36619718],[  94.76447876  107.98841699],[ 82.77142857  83.68571429],[ 104.34113712   97.40802676],[ 101.94994344  102.14819005],[  75.69565217  106.7173913 ],[  79.62162162  104.02702703],[  91.07667732  116.83386581],[ 100.75520833   82.125     ],[ 107.39669421   94.14876033],[ 103.26388889  111.33333333],[  87.84330554  104.52133399],[ 104.3183391   103.66089965],[  87.02380952  116.9047619 ],[ 117.11428571   99.37142857],[ 110.94736842  109.02631579],[ 119.56666667  103.73333333],[  89.17073171  107.09756098],[ 99.50190321  83.74333877],[  85.4733465   118.33909181]
2780,[ 87.91176471  96.02941176],[ 102.73931624   97.80769231],[ 106.41463415   78.67073171],[  87.41463415  112.        ],[ 101.15384615  116.72307692],[  99.921875  104.5625  ],[ 90.97222222  91.33333333],[  92.97560976  104.02439024],[ 102.12946429  110.796875  ],[ 88.75862069  80.37931034],[ 74.50363636  89.18363636],[ 102.4034188   101.32444444],[ 87.64238411  81.74172185],[ 143.75473934   95.75      ],[ 110.42307692   96.5       ],[ 103.36262006   97.42717682],[  81.13846154  128.38461538],[ 106.18987342   91.91139241],[ 101.88311688  108.54545455],[ 95.25246548  90.36686391],[ 105.94974874   94.65326633],[ 77.78688525  84.7704918 ],[  94.75        101.52083333],[ 121.07142857  101.82142857],[  76.81538462  116.24615385],[ 105.69607843  100.01960784],[ 109.85294118  116.02941176],[  90.765  100.89 ],[  90.31847134  102.82420382],[ 54.08421053  82.26315789],[ 105.84924623   95.14572864],[ 102.31101087   97.3363405 ],[ 114.67567568   96.13513514],[  94.18455229  101.11004785],[ 114.46590909   85.21590909],[ 101.59848485   95.46212121],[ 107.15151515  119.72727273],[ 109.29268293   89.92682927],[ 81.78269618  87.8138833 ],[ 70.27513228  62.3015873 ],[ 85.0625    85.140625],[  96.09433962  106.17735849],[ 94.94117647  94.61764706],[ 102.94699647   99.54770318],[  98.07015012  101.573903  ],[  86.46511628  103.88372093],[  81.35135135  102.7027027 ],[ 102.23699422  113.23410405],[ 97.92513369  84.4171123 ],[ 113.66666667   95.8018018 ],[ 104.6125  113.5875],[  89.73926829  101.70414634],[ 108.43911439  105.02214022],[  78.88095238  134.        ],[ 114.1509434    84.79245283],[ 108.75        110.58333333],[ 110.32835821   95.23880597],[  94.56097561  106.36585366],[ 98.43815029  86.22138728],[  74.64348981  122.86226749]
2800,[ 82.88888889  88.36111111],[ 105.06694561   99.66108787],[ 112.91139241   80.3164557 ],[ 98.58064516  98.12903226],[ 108.9516129   112.22580645],[ 100.45212766  106.5106383 ],[  84.74358974  107.41025641],[ 107.34693878   68.93877551],[ 106.55530474  106.54853273],[ 88.36363636  85.21212121],[ 79.59768212  84.41390728],[ 102.69957363  102.04132502],[ 93.16326531  82.06802721],[ 137.12789281   92.00243605],[ 101.36666667   86.53333333],[ 104.49892341   98.44863119],[  82.96491228  106.85964912],[ 110.42307692   97.11538462],[ 102.3375  113.3625],[ 90.3957115   93.81871345],[ 104.82741117   97.70558376],[ 85.18867925  76.13207547],[  96.8988764   101.96629213],[ 116.51612903  100.41935484],[ 86.46  98.32],[ 106.72168285  100.05501618],[ 122.02857143   88.6       ],[ 96.53125   94.015625],[ 95.36240703  98.08789723],[ 72.43564356  83.06930693],[ 102.23684211   96.86403509],[ 102.84263114   97.46565362],[ 106.66666667  111.41666667],[  94.11185087  104.26764314],[ 113.6875   92.0625],[ 105.23076923   99.12307692],[ 104.92647059  132.61764706],[  99.27906977  107.81395349],[ 81.93208092  94.74132948],[ 79.04371585  61.00546448],[ 104.56886228   95.00598802],[  91.44981413  100.69888476],[ 100.25   92.  ],[ 100.37417219   96.98344371],[  94.89718778  100.93952223],[ 95.9047619   99.45238095],[  83.16666667  115.25      ],[ 101.79532164  107.5       ],[ 95.24096386  89.13855422],[ 111.8245614    97.16666667],[ 101.43939394  119.15151515],[ 94.38332935  99.07093384],[ 110.66044776  104.20149254],[  92.74137931  111.68965517],[ 102.55319149   86.29787234],[ 100.86363636  111.54545455],[ 102.31081081  110.59459459],[ 93.22857143  99.37142857],[ 95.62971429  91.73314286],[  62.38069815  122.41519507]
2820,[ 79.47368421  93.78947368],[ 105.92653061   99.82040816],[ 106.075   85.225],[ 96.76315789  92.07894737],[ 110.35483871  115.17741935],[  98.88207547  104.17924528],[  99.85245902  108.59016393],[ 107.63414634  107.07317073],[ 109.84965831  104.15034169],[ 91.05714286  98.71428571],[ 88.28545455  77.28909091],[ 103.41692692  102.0649594 ],[ 92.95541401  84.82802548],[ 129.49528937   91.14266487],[ 105.68421053  106.23684211],[ 104.62828554   99.10543608],[  85.42  103.22],[ 106.49350649   96.79220779],[ 107.06944444  103.20833333],[ 82.28320312  99.37109375],[ 101.55958549   97.33160622],[ 85.1372549   86.29411765],[  97.61904762  105.46428571],[ 103.80555556  105.80555556],[ 77.80357143  94.89285714],[ 104.79344262   96.0557377 ],[ 117.55   103.575],[ 90.51813472  95.23834197],[ 98.93631778  98.70050441],[ 91.81578947  81.65789474],[ 106.13807531  100.69874477],[ 103.83911578   96.74474623],[ 100.58536585   83.68292683],[  94.58865711  107.48174707],[ 116.25         95.38095238],[ 111.59055118  100.8976378 ],[ 102.66666667  111.12121212],[ 106.15789474  103.31578947],[  81.99488055  103.39419795],[ 90.03676471  67.82352941],[ 127.41666667   88.35416667],[ 90.56854839  98.28225806],[ 100.84444444  100.73333333],[ 99.49328859  99.2147651 ],[  93.47734734  100.23703217],[  87.83673469  103.28571429],[  94.84444444  122.37777778],[ 113.93137255  100.30637255],[ 95.95679012  93.88888889],[ 101.24166667   94.79166667],[ 105.72881356  122.81355932],[ 99.90633803  95.12323944],[ 111.65037594  103.06390977],[  83.63157895  103.57894737],[ 101.18604651   94.97674419],[ 101.02325581  107.86046512],[ 113.81690141  107.57746479],[  95.55882353  103.05882353],[ 86.04127482  98.89655172],[  63.4178719   129.89617769]
2840,[ 79.10526316  99.47368421],[ 105.51865672   96.71641791],[ 113.5625   90.3875],[ 103.45652174  117.58695652],[ 115.35  106.25],[  99.19457014  107.85520362],[ 90.48076923  90.23076923],[ 107.95555556   98.        ],[ 113.87699317  100.44191344],[ 103.51851852   98.37037037],[ 101.23766816   70.88789238],[ 102.9988287    99.57598829],[ 95.39393939  87.44242424],[ 123.3077957    99.30241935],[  99.09090909  104.40909091],[ 104.4778098    99.20216138],[ 89.17647059  99.92156863],[ 108.64444444   88.27777778],[ 110.03896104  110.88311688],[  80.91823899  107.51781971],[ 101.96891192  101.24352332],[ 87.66666667  88.87037037],[ 107.85555556   93.67777778],[ 101.24444444   87.22222222],[ 108.87272727  108.89090909],[ 104.78911565   90.58503401],[ 103.6122449   107.34693878],[ 95.38785047  97.3271028 ],[ 103.33174792   92.29964328],[ 108.734375   85.171875],[ 105.85655738  102.18032787],[ 103.39158825   97.86700595],[ 94.3125  87.875 ],[  96.83643361  109.12700449],[ 106.62025316   94.12658228],[ 108.86466165   94.84210526],[ 112.33783784  103.93243243],[ 104.29545455  112.18181818],[  83.62524272  110.36699029],[ 118.568   76.776],[ 125.5234375  100.1484375],[  87.14396887  100.52140078],[ 96.9122807   94.59649123],[  98.99300699  101.8951049 ],[ 92.99855856  99.36756757],[ 97.78431373  97.35294118],[  97.77083333  105.375     ],[ 122.8677686    94.13429752],[ 98.77987421  95.65408805],[ 101.7394958    98.31932773],[ 111.53703704  127.09259259],[ 102.09305432   92.5       ],[ 112.3705036  102.8705036],[  96.15384615  109.73846154],[ 94.48837209  89.30232558],[ 109.13953488  104.20930233],[ 104.93442623  104.49180328],[  87.4         106.14285714],[  81.15168539  103.94382022],[  84.52579132  130.82121923]
2860,[ 80.09090909  96.84090909],[ 104.26119403   95.33208955],[ 104.96202532   95.05063291],[  81.27027027  106.75675676],[ 126.66666667  101.5       ],[ 106.9255814   104.64651163],[ 107.83333333   92.44444444],[ 104.77777778   97.        ],[ 114.5282167    97.29571106],[ 108.27586207  105.89655172],[ 102.35603715   70.36532508],[ 103.12473763   97.20509745],[ 92.91411043  86.0797546 ],[ 101.43020595  115.67162471],[ 99.11904762  99.92857143],[ 103.53655075   99.29680625],[ 87.73469388  81.71428571],[ 97.95402299  94.64367816],[ 110.89285714  119.96428571],[  78.79391101  110.83138173],[ 101.50248756  103.98507463],[ 95.08196721  89.1147541 ],[ 105.63529412   89.14117647],[ 99.91666667  93.83333333],[ 118.74545455  109.41818182],[ 105.4095941    90.73062731],[ 99.90196078  91.54901961],[ 99.60550459  96.80733945],[ 101.21123132   86.57650696],[ 109.62637363   73.68131868],[ 107.33628319   98.58849558],[ 102.3999603  101.0325526],[ 103.16393443   84.85245902],[  97.75        110.31481481],[ 107.25   95.25],[ 109.28148148   95.94814815],[ 103.69230769  110.69230769],[ 115.73333333  107.73333333],[  90.75659824  116.30791789],[ 126.46575342   75.88356164],[ 120.9034749   115.64864865],[ 84.67729084  95.29482072],[ 92.53333333  86.4       ],[ 100.23321555  104.40636042],[ 92.64299649  99.57003512],[ 104.           94.41176471],[  97.6         113.76923077],[ 121.57809331   89.9979716 ],[ 100.34177215   95.7721519 ],[ 109.65765766   96.7027027 ],[ 110.703125  102.625   ],[ 102.67703349   90.42040017],[ 111.39145907  102.14590747],[  90.37735849  107.64150943],[ 92.18367347  84.26530612],[ 114.3    96.54],[ 106.046875  110.8125  ],[ 89.76666667  79.6       ],[  83.56309703  107.16390146],[  94.15215054  120.23709677]
2880,[  88.79166667  101.79166667],[ 105.13043478   95.36594203],[ 107.46987952  102.89156627],[  80.16216216  109.56756757],[ 126.59615385   90.61538462],[ 105.85185185   96.07407407],[ 99.90384615  89.44230769],[ 101.98   90.88],[ 116.23991507   94.58598726],[ 102.56666667  114.46666667],[ 109.07604563   74.11787072],[ 104.29404505   95.8719531 ],[ 93.29746835  84.84810127],[  95.30439331  124.22803347],[ 105.34615385  117.05769231],[ 102.82528671   99.16820048],[  82.8490566   104.94339623],[ 106.7875   90.85  ],[ 103.67123288  105.61643836],[  80.82070707  115.81565657],[  99.62561576  101.5320197 ],[ 93.07142857  95.52857143],[ 99.2     96.9875],[ 99.575  98.725],[ 102.27777778   85.5       ],[ 105.32830189   92.        ],[ 86.89655172  94.17241379],[  97.64485981  100.57943925],[ 99.86417222  82.38288057],[ 114.67032967   77.23076923],[ 106.05         99.37727273],[ 101.06484211  102.13768421],[ 111.52777778   86.84722222],[  97.8371532   106.68576598],[ 112.6984127    88.61904762],[ 114.41322314   96.02479339],[  98.06349206  106.80952381],[ 119.925   77.3  ],[  98.62597656  108.03417969],[ 120.13868613   75.27007299],[ 120.74014337  115.27598566],[ 86.29460581  92.67219917],[ 105.325   86.575],[ 109.89605735   97.28315412],[ 93.55888651  99.40256959],[ 102.07407407   94.09259259],[ 108.88607595  113.13924051],[ 121.05918367   90.43265306],[ 103.40123457   96.19135802],[ 106.43809524  103.3047619 ],[ 106.45679012   99.92592593],[ 102.70548665   90.5431995 ],[ 111.03971119  101.64259928],[  76.82352941  108.85294118],[ 100.59016393   80.81967213],[ 103.94230769   99.30769231],[  93.6         105.10769231],[ 91.52631579  70.73684211],[  83.28194928  107.33615117],[  93.41693811  103.67698154]
2900,[  89.66  105.32],[ 105.24806202   98.16666667],[ 109.96341463  113.1097561 ],[ 101.62162162   99.05405405],[ 115.95238095   77.76190476],[ 102.6142132    98.76649746],[  87.          103.50877193],[ 103.08450704   99.84507042],[ 117.02886598   95.05154639],[ 108.82352941  106.52941176],[ 126.56195965   81.77521614],[ 102.64962307   93.74237955],[ 97.47945205  89.60273973],[  92.624148    127.08666018],[  83.6    104.575],[ 101.60608214   99.03566861],[ 104.51923077   96.01923077],[ 109.67073171   96.70731707],[ 106.24242424  112.03030303],[  86.7849162   109.54469274],[ 105.97969543  100.0964467 ],[ 94.28787879  99.66666667],[ 108.47777778  100.1       ],[ 101.02439024  105.58536585],[ 101.35576923   60.25961538],[ 105.59851301   93.76579926],[ 96.0625      98.83333333],[ 94.96190476  98.54761905],[ 100.60524934   83.94855643],[ 108.62626263   82.12121212],[ 109.59090909  101.53535354],[  99.92309422  103.21879919],[ 93.35714286  79.62857143],[  97.08847981  102.16211401],[ 108.82089552   96.34328358],[ 118.144   97.968],[ 101.21917808  100.32876712],[ 128.58333333   93.5       ],[  94.62101167  100.28171206],[ 119.39240506   60.08860759],[ 131.55677155  113.22571819],[ 87.86521739  92.46521739],[ 103.58823529   87.92156863],[ 110.45925926   93.16296296],[  95.33027923  100.38219895],[ 101.68965517   90.51724138],[ 107.51470588  117.75      ],[ 126.38963964   86.5472973 ],[ 105.52071006   96.95266272],[ 108.67647059  101.23529412],[ 109.8030303    96.54545455],[ 102.64922357   92.46032759],[ 111.98892989   99.14760148],[  89.14893617  112.27659574],[ 105.96153846   76.71153846],[ 102.66666667   94.88888889],[ 83.02857143  98.68571429],[ 104.01754386   93.1754386 ],[  84.26817947  106.82001031],[ 93.0026445   81.35209671]
2920,[  94.875       106.51785714],[ 105.8244898    99.91020408],[  96.4691358   114.81481481],[  97.55737705  108.6557377 ],[ 116.0952381   74.4047619],[  97.33165829  100.45728643],[  73.25423729  103.01694915],[ 109.83870968  100.33870968],[ 118.30371901   96.79338843],[ 101.36111111  110.41666667],[ 131.89473684   78.22105263],[ 103.26932409   94.93240901],[ 98.26760563  89.01408451],[  89.13474388  136.01447661],[  98.25925926  105.11111111],[ 99.22755351  99.14595604],[  93.82  108.22],[ 112.71590909   88.72727273],[ 109.93617021  109.19148936],[  92.63081395  106.47383721],[ 99.88205128  98.56923077],[  94.15151515  100.60606061],[ 104.96153846   88.92307692],[  88.13636364  104.29545455],[ 106.06870229   72.36641221],[ 102.07116105   97.01498127],[ 90.          92.61016949],[ 95.12376238  99.28217822],[ 100.42638522   86.49076517],[ 112.66666667   75.84552846],[ 108.47849462  100.16666667],[  99.01820154  108.43551109],[ 93.92982456  77.49122807],[ 97.51670644  98.19630072],[ 106.90625   108.515625],[ 121.1440678   105.53389831],[ 94.37288136  98.33898305],[ 112.11111111   99.86666667],[ 91.08409091  97.24090909],[ 116.12830189   53.15849057],[ 147.97789337  113.53706112],[ 87.21610169  93.68644068],[ 97.36  83.88],[ 106.57142857   95.71052632],[  97.4254886   101.30333876],[ 103.96491228   86.35087719],[  96.484375  118.03125 ],[ 133.73474178   84.48826291],[ 106.           98.47928994],[ 106.46067416  100.13483146],[ 122.11267606   98.94366197],[ 101.2109444    96.34554281],[ 111.03018868   99.49433962],[  94.52173913  108.39130435],[ 108.27659574   84.42553191],[ 106.49122807   88.43859649],[  87.64615385  100.30769231],[ 113.12962963   94.40740741],[  91.63923706  101.46702997],[ 102.3042394    72.19617623]
2940,[  89.12068966  106.63793103],[ 105.72357724  102.20325203],[ 93.93421053  99.93421053],[  94.88888889  115.95555556],[ 109.           93.85106383],[  96.35897436  101.90769231],[  92.17741935  105.9516129 ],[ 110.43859649  118.10526316],[ 114.63043478   97.88913043],[ 104.08571429  110.31428571],[ 126.52293578   73.382263  ],[ 106.93870403   98.52119089],[ 97.41875  92.8875 ],[  86.47777778  140.27777778],[  85.36538462  106.53846154],[  97.36893345  100.26068003],[  87.25     125.96875],[ 122.60606061   93.25252525],[ 111.36666667  108.38333333],[ 92.10103627  95.01036269],[ 101.525  105.335],[ 106.11864407   98.44067797],[ 105.41975309   89.37037037],[  86.78125  107.65625],[ 101.13953488   79.40310078],[ 102.97090909   97.44363636],[  94.6875      101.20833333],[ 96.55865922  96.89944134],[ 97.11536328  94.23904603],[ 96.59493671  88.17088608],[ 108.13043478  100.23369565],[ 102.68167082  109.46832918],[ 78.06976744  81.1627907 ],[ 97.2371198   94.54127871],[  98.3968254   111.68253968],[ 122.8018018   111.72972973],[ 104.06  105.76],[ 119.24   94.08],[ 78.91850594  87.98641766],[ 106.74666667   51.73866667],[ 151.19301165  113.21131448],[ 86.68619247  94.87447699],[ 98.45454545  89.70454545],[ 102.7063197    96.31598513],[  99.79302752  101.89431193],[ 110.94444444   73.2037037 ],[  96.52941176  117.64705882],[ 125.70559611   86.52068127],[ 105.73595506   98.76966292],[ 101.1547619   103.45238095],[ 103.60344828   88.44827586],[ 99.88120164  98.24101047],[ 111.5503876   99.       ],[ 106.58974359   93.66666667],[ 104.39583333   87.45833333],[ 104.63157895   89.57894737],[  81.66129032  105.37096774],[ 111.55319149   91.95744681],[ 102.0134715    91.71450777],[ 109.87641692   77.62399779]
2960,[  88.67213115  109.1147541 ],[ 107.41125541  106.07359307],[ 85.58333333  97.56666667],[  88.5         123.41176471],[  98.44897959  104.36734694],[ 101.16230366  100.58115183],[  89.82758621  102.46551724],[  92.88888889  105.25925926],[ 113.04137931   97.57701149],[  92.65  110.75],[ 119.47038328   76.14982578],[ 110.78828181  101.12544932],[ 98.31875  94.     ],[  80.99147122  141.40085288],[  88.12244898  101.91836735],[  95.63454411  100.94173462],[ 111.38235294  112.91176471],[ 118.85148515   91.59405941],[ 104.625  107.75 ],[ 96.08591885  88.92362768],[ 100.46788991  109.44036697],[ 111.984375   97.1875  ],[ 108.71052632   93.60526316],[  76.37142857  104.4       ],[  77.08   109.736],[ 102.69379845   96.22093023],[ 95.47368421  93.13157895],[ 92.88268156  95.3575419 ],[  96.43233945  100.21272936],[ 91.34756098  84.67073171],[ 106.0052356  102.       ],[ 107.7951308   106.66394716],[  84.51282051  109.46153846],[ 97.65389527  92.09706258],[  94.62121212  111.34848485],[ 125.92920354  110.94690265],[ 104.69387755  103.6122449 ],[ 114.72222222   98.19444444],[ 88.71490468  92.7677643 ],[ 103.16913947   50.40652819],[ 144.72821847  119.07672302],[ 84.94166667  96.95      ],[ 100.06896552  113.51724138],[ 108.02797203   90.38111888],[ 99.75530125  99.20060586],[ 124.26   72.68],[  97.5         131.65217391],[ 118.91707317   86.49268293],[ 102.24137931   95.62643678],[  94.94871795  102.48717949],[ 109.67241379   91.55172414],[ 98.65696998  99.91668606],[ 110.11673152   97.51361868],[ 109.51851852   99.14814815],[ 113.76595745   92.57446809],[ 102.23728814  102.88135593],[  95.11538462  108.42307692],[ 105.62222222   90.82222222],[ 107.08895265   85.28885701],[ 112.77662179   87.88341493]
2980,[  94.28571429  104.67857143],[ 108.15909091  107.14090909],[  81.90243902  102.97560976],[ 105.29268293  109.17073171],[ 101.          114.77192982],[ 105.31658291  101.7839196 ],[ 94.46031746  93.36507937],[ 104.46938776   99.06122449],[ 112.24197531   99.78518519],[ 80.          96.31034483],[ 101.39875389   88.12149533],[ 113.23833819  100.89540816],[ 99.18012422  93.77639752],[  78.61949686  133.29245283],[  99.36363636  104.06818182],[  93.79110978  101.40246283],[ 97.30232558  94.65116279],[ 104.95098039  103.35294118],[ 110.42   97.64],[ 97.68408551  88.13776722],[ 101.86637931  110.97844828],[ 101.79487179   90.03846154],[ 114.43181818   97.78409091],[  85.35483871  102.67741935],[  67.97222222  120.71296296],[ 105.55254237   97.47118644],[ 108.53333333   99.22222222],[  95.09356725  101.58479532],[  98.912198    105.60518562],[ 85.29752066  89.5785124 ],[ 102.37931034  102.84729064],[ 108.43362372  103.20777532],[  93.02325581  106.04651163],[ 97.1261498   93.13929041],[ 106.50666667  109.65333333],[ 123.50909091  112.99090909],[ 89.775  98.35 ],[ 106.27027027   99.78378378],[ 94.54522822  99.97676349],[ 101.34397163   57.06737589],[ 139.12483039  120.00814111],[ 89.69264069  97.74458874],[  93.04444444  104.64444444],[ 109.52430556   90.20138889],[ 100.87519648   97.4492298 ],[ 112.66666667   75.52083333],[  89.24444444  119.24444444],[ 117.54308094   92.89033943],[ 102.79754601  101.31288344],[  91.54929577  100.8028169 ],[ 104.79310345  128.79310345],[  98.36565304  102.52891326],[ 108.36    99.556],[ 81.70833333  89.04166667],[ 102.52173913   87.58695652],[ 107.56923077  107.36923077],[ 101.78431373  107.03921569],[ 100.12727273   97.16363636],[ 111.81779481   85.06939123],[ 106.12399256   85.93242405]
3000,[  86.96296296  104.18518519],[ 105.38738739  107.86936937],[ 100.5         101.22727273],[  93.68571429  114.28571429],[  98.4375      105.72916667],[ 103.71782178  100.29207921],[  96.55737705  112.29508197],[ 101.63265306  108.65306122],[ 106.61357702  100.90600522],[ 73.81818182  80.60606061],[  92.68926554  100.89265537],[ 112.17418874   98.38045505],[ 102.49112426   90.49704142],[  93.25943396  111.5       ],[  83.77419355  101.67741935],[  92.93379843  101.62698531],[ 103.5952381   99.       ],[ 104.12087912   98.31868132],[  91.49019608  102.62745098],[ 104.66101695   89.43583535],[ 105.85245902  109.48360656],[ 101.59677419   89.83870968],[ 106.01041667   97.61458333],[ 95.74074074  94.85185185],[  64.07692308  125.25641026],[ 108.09144543   99.94690265],[  93.5        112.5952381],[  91.6576087   100.81521739],[ 102.1147734   108.36197763],[  73.375       116.77884615],[ 101.38207547  102.13207547],[ 106.64012824  100.29722148],[  87.51282051  114.33333333],[ 96.55945017  95.13127148],[ 100.38666667  101.74666667],[ 118.00934579  110.52336449],[  80.75675676  104.18918919],[ 103.84444444  107.11111111],[ 100.51758794  110.43634841],[ 91.5620155   87.09302326],[ 123.28744939  121.40283401],[  90.76106195  101.27433628],[  83.48888889  113.13333333],[ 109.55345912   96.2327044 ],[ 102.1613097    96.98588165],[ 96.59259259  83.12962963],[  69.98113208  125.47169811],[ 117.48203593   89.38323353],[ 101.0754717    99.74213836],[  91.13513514  102.35135135],[  98.734375  123.546875],[  97.87933713  105.83376489],[ 108.86    96.004],[ 100.43333333   92.96666667],[ 106.83870968   88.58064516],[ 105.76271186  107.33898305],[ 94.13461538  87.96153846],[ 101.97727273   96.86363636],[ 113.1697506    84.66934835],[ 105.93153208   89.72858459]
