iteration,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
4180,[  87.14545455  132.12727273],[  99.85250737  105.08849558],[  89.88333333  108.93333333],[ 112.18918919  107.08108108],[ 101.55932203   97.71186441],[ 100.84862385   93.93119266],[ 106.7311828   104.89247312],[ 110.75         96.39583333],[  96.8110883   104.61601643],[ 110.47619048   99.83333333],[  72.03351955  108.34636872],[ 102.49981557   97.6086315 ],[ 109.15757576   92.47272727],[ 89.31166348  86.99426386],[ 109.18644068  121.        ],[ 104.09028624  100.78943362],[ 101.46875   115.421875],[  96.96116505  102.7961165 ],[ 90.07692308  83.28846154],[ 97.20682731  86.15863454],[ 104.05434783   99.93478261],[  92.01587302  102.0952381 ],[ 100.44067797   97.45762712],[ 95.75555556  97.37777778],[ 116.26666667   87.64      ],[ 88.94755245  96.0034965 ],[ 104.09090909   93.79545455],[  97.93229167  105.39583333],[ 108.62100213  104.69989339],[ 108.19512195  116.07317073],[  99.00865801  104.13419913],[  79.32883532  101.53832045],[ 101.51612903  103.87096774],[ 99.00237954  94.08090422],[ 107.25274725   95.87912088],[ 102.93548387  114.67741935],[ 88.81707317  91.53658537],[ 98.26415094  98.39622642],[ 116.68154506  116.14592275],[  61.11827957  123.60215054],[ 114.28148148   75.56296296],[ 106.40271493   97.53846154],[  94.75555556  103.64444444],[ 101.63035019  100.75875486],[ 96.35225619  92.91120815],[ 101.18965517   97.        ],[ 105.91071429   94.48214286],[ 121.59307359   85.86580087],[ 96.7962963  86.25     ],[  93.416  117.704],[ 94.77083333  97.125     ],[  85.22662961  102.11344113],[  91.54807692  103.58012821],[  85.7         122.64285714],[  97.05660377  105.41509434],[ 80.66176471  83.38235294],[  90.30487805  112.51219512],[  99.95238095  107.78571429],[ 105.09648127   94.69636776],[  97.54906054  131.31231733]
4200,[  94.60344828  128.20689655],[ 101.13479624  105.15987461],[ 93.27027027  93.25675676],[ 101.25         99.59090909],[  88.36206897  100.10344828],[ 103.84057971   85.41062802],[ 104.25373134   98.7761194 ],[ 116.31111111  101.04444444],[  99.79352227  103.05465587],[ 118.02272727  112.47727273],[ 65.2974359   89.79487179],[ 100.93645991   97.27534039],[ 108.15189873   96.21518987],[ 86.56152513  77.19757366],[  92.75        107.76785714],[ 105.08443389  100.58094673],[  98.6056338   111.84507042],[  97.42045455  110.78409091],[ 82.92647059  74.16176471],[ 95.88602151  91.61505376],[ 109.86170213   90.62765957],[ 95.36764706  87.86764706],[ 104.47058824  103.32352941],[  95.47222222  105.05555556],[ 123.74117647   74.        ],[ 91.46666667  94.23508772],[ 120.47058824   96.2745098 ],[ 106.08900524  101.89005236],[  96.92261548  102.5494901 ],[ 119.28571429  115.14285714],[ 103.88135593  100.96610169],[ 79.01626423  97.61191042],[ 104.94029851  103.52238806],[ 101.97940642   94.9812235 ],[ 100.59459459   93.68918919],[ 108.72072072  104.68468468],[ 88.80263158  83.69736842],[ 100.875   107.0625],[ 108.52117545  123.46240277],[  63.46215139  130.57370518],[ 118.52380952   87.93650794],[ 105.34529148   98.09865471],[ 101.51162791  106.25581395],[ 100.37878788   97.99621212],[ 99.74578755  95.17069597],[ 112.44642857   94.48214286],[ 103.2037037   107.27777778],[ 109.52884615  100.68269231],[ 96.79425837  84.38755981],[  97.11382114  119.79674797],[ 99.54385965  88.63157895],[ 82.27012792  98.94858289],[ 91.80136986  99.26369863],[  90.40384615  113.96153846],[ 101.71666667  105.26666667],[ 85.75324675  82.57142857],[  92.58241758  105.87912088],[ 104.82926829   96.6097561 ],[ 105.31813063   98.96903153],[  93.72782609  115.65565217]
4220,[  99.42857143  116.84126984],[  99.79487179  101.07371795],[ 108.05263158   78.56140351],[ 117.82051282  101.61538462],[  88.63461538  111.        ],[ 103.11428571   86.9952381 ],[ 94.93548387  93.0483871 ],[ 116.62  102.06],[ 100.15665236   97.71244635],[ 121.50943396  108.54716981],[ 61.4         74.84210526],[ 101.09438288   96.22735957],[ 106.83561644  102.06849315],[ 83.56931608  79.4805915 ],[ 102.           87.92307692],[ 105.73318681   99.03179487],[ 107.55384615  115.83076923],[  97.00961538  110.67307692],[ 90.30645161  80.19354839],[ 95.89361702  99.07565012],[ 113.94416244   89.2893401 ],[ 81.89705882  96.98529412],[ 92.07692308  98.67948718],[ 101.37735849   98.90566038],[ 117.92307692   84.81538462],[ 92.43956044  97.0952381 ],[ 113.025  112.6  ],[ 106.1969697   100.68686869],[  84.42830655  101.29913473],[ 100.87837838  120.25      ],[ 102.48760331  103.45454545],[ 87.67551098  97.84156405],[ 107.41176471   86.11764706],[ 102.98600973   96.01520681],[ 103.29113924   90.92405063],[ 110.42857143  102.83035714],[ 90.95121951  90.73170732],[ 119.48648649  131.09459459],[  91.23200758  116.22253788],[  83.89147287  122.50645995],[ 100.3559322   110.23728814],[ 106.16431925  100.02816901],[ 111.44117647  115.        ],[ 102.16205534  101.56916996],[ 102.95557201  100.01703073],[ 103.4    97.45],[ 99.75        95.97727273],[ 93.63865546  99.81092437],[ 92.67357513  76.40932642],[  98.63703704  116.54074074],[ 104.98148148   97.07407407],[ 81.37460317  97.66428571],[ 91.86315789  98.24561404],[ 103.4          93.35555556],[  98.69230769  111.75      ],[ 92.45205479  80.98630137],[ 97.52702703  97.22972973],[ 106.61363636   99.47727273],[ 104.93526921  104.23895947],[  87.02330435  109.2813913 ]
4240,[ 105.05714286  115.34285714],[  99.68608414  100.82200647],[ 108.27419355   71.30645161],[ 121.94444444   94.83333333],[ 95.98305085  97.66101695],[ 102.36413043   88.69565217],[ 92.90625  86.6875 ],[ 98.43589744  94.74358974],[ 101.57073171   94.25853659],[ 121.06666667  102.62222222],[ 64.15675676  72.37297297],[ 103.54106464   96.47984791],[ 100.35135135  104.4527027 ],[ 84.05175292  74.24707846],[ 103.71428571   96.66666667],[ 105.64787485   97.90200708],[ 108.28169014  110.98591549],[  93.22772277  105.12871287],[ 97.20634921  82.28571429],[  94.44254279  104.47432763],[ 115.72081218   92.09137056],[  94.95714286  103.22857143],[ 89.87096774  95.34408602],[ 105.87272727   96.72727273],[ 121.1971831    89.25352113],[ 98.29856115  97.61870504],[ 105.05   101.725],[ 104.61722488  103.12440191],[  83.35096453  104.82514001],[ 106.38297872   94.88297872],[ 106.66532258   99.89919355],[ 97.71307584  93.87963557],[ 106.61538462   81.23076923],[ 103.38526728   95.00130378],[ 93.21590909  87.26136364],[ 111.          103.76724138],[ 92.19117647  93.39705882],[ 113.73076923  115.94230769],[  79.8850046   114.63477461],[  99.40102828  114.20565553],[  83.51041667  130.32291667],[ 109.35470085   97.14102564],[  94.92857143  114.88095238],[  99.9047619   101.98015873],[ 104.43483104  105.73858151],[  94.21538462  101.38461538],[ 99.55357143  89.92857143],[ 92.54444444  91.09259259],[ 90.23232323  75.15151515],[ 101.97777778  110.51111111],[ 101.09836066   87.83606557],[ 85.51677457  97.58004709],[ 93.3554007   97.08362369],[ 114.70588235  103.76470588],[ 104.28571429  103.75      ],[ 89.97014925  72.26865672],[ 106.98780488   77.30487805],[ 111.90909091   86.20454545],[ 102.5631746   110.53396825],[ 74.49013418  97.32833465]
4260,[ 102.52380952  113.55555556],[ 101.32797428  100.03215434],[ 112.19354839   89.12903226],[ 106.45945946   88.54054054],[ 100.17647059   90.31372549],[ 100.54913295   92.65895954],[ 84.61111111  90.97222222],[ 93.68852459  95.01639344],[ 103.64070352   92.38944724],[ 105.15    94.875],[ 71.33333333  72.93464052],[ 106.21909057   97.50544908],[  97.96527778  101.04861111],[ 83.31743666  76.25186289],[ 85.28571429  88.4047619 ],[ 104.96770388   98.75298629],[ 77.75324675  99.24675325],[ 101.25287356  100.24137931],[ 92.51785714  87.39285714],[  92.2412993   101.65893271],[ 113.75121951   91.97560976],[ 96.56666667  93.31666667],[ 98.56043956  99.37362637],[ 92.72916667  93.70833333],[ 105.5875   94.1125],[ 104.88888889  102.79310345],[ 108.95454545  100.20454545],[ 102.80733945   99.59633028],[  88.2472119   108.66542751],[ 105.83333333   82.38888889],[ 103.54008439   94.83122363],[ 102.88781457   90.75006623],[ 105.86   94.6 ],[ 102.85765125   95.32740214],[ 101.68888889   96.45555556],[ 114.65116279  104.57364341],[ 108.41791045   97.04477612],[ 104.46341463  106.7804878 ],[  74.04803493  107.15982533],[ 109.21777778   90.71333333],[  84.93103448  127.55172414],[ 110.63425926   95.88425926],[ 110.75         93.08333333],[  98.6625      102.75833333],[ 104.77305737  107.92628903],[ 96.11864407  92.03389831],[ 100.     96.56],[ 99.50144928  81.96811594],[ 88.31794872  77.91282051],[ 107.17829457  106.12403101],[ 91.48  94.3 ],[ 89.74582924  97.68923781],[ 96.26388889  98.52083333],[ 115.53571429  105.17857143],[ 111.           87.86956522],[ 88.06666667  78.35      ],[ 122.5          80.84210526],[ 98.43902439  84.82926829],[  95.76818451  109.46363099],[ 74.41407119  90.2730812 ]
4280,[ 106.51020408  113.42857143],[ 104.41610738   98.1442953 ],[ 114.6          88.58666667],[ 96.24324324  89.94594595],[ 94.26923077  84.21153846],[ 103.77348066   98.96132597],[ 60.68674699  77.43373494],[ 90.93478261  80.84782609],[ 103.35561497   92.32620321],[ 102.17647059  104.76470588],[ 84.58333333  85.50833333],[ 108.28007313   98.3297989 ],[  98.31446541  105.75471698],[ 85.28902628  81.54250386],[ 92.16326531  95.75510204],[ 105.16485318   98.7197794 ],[ 93.70588235  90.13235294],[ 106.02040816  102.14285714],[ 104.4047619   110.88095238],[ 94.41189931  98.64302059],[ 105.95652174   93.29468599],[ 98.57142857  98.3968254 ],[  96.37234043  110.11702128],[ 83.23076923  91.15384615],[ 115.87128713   86.37623762],[ 105.536   98.552],[ 106.63043478   99.15217391],[ 95.4813278   99.71369295],[  94.56064356  110.35829208],[  91.33472803  111.94560669],[ 102.76956522   93.83913043],[ 101.44143393   94.36279005],[ 113.57446809   73.63829787],[ 104.60824742   94.23473434],[ 104.07407407  101.91358025],[ 118.21212121  102.89393939],[ 118.38983051   96.25423729],[ 102.68181818  105.04545455],[ 80.34615385  95.31187291],[ 98.30673317  95.66084788],[  97.70967742  131.35483871],[ 111.61538462   96.92712551],[ 116.52631579   84.23684211],[  95.84251969  106.06692913],[ 103.92395833  108.33298611],[ 95.23076923  87.21538462],[ 108.59677419   93.51612903],[ 101.03888889   72.26666667],[ 92.65555556  74.16666667],[ 105.21374046   98.61832061],[  94.93548387  102.19354839],[ 92.71568285  97.65385959],[ 96.71575342  99.45205479],[ 105.625     95.90625],[ 104.58823529   88.44117647],[ 96.51851852  74.27777778],[ 115.70754717   91.40566038],[ 102.775   78.475],[  94.39198701  103.88792637],[ 83.0032491   91.09711191]
4300,[ 111.08510638   87.25531915],[ 102.28327645   93.78156997],[ 109.04123711  103.56701031],[ 89.28205128  89.43589744],[ 93.12  95.22],[ 106.6091954   103.68965517],[ 65.075  68.4  ],[ 90.375  91.8  ],[ 104.81066667   91.55733333],[ 97.675  90.65 ],[ 98.38235294  97.92156863],[ 106.57982262  101.70879527],[  97.95483871  103.30967742],[ 89.56330014  80.72688478],[ 100.06818182  100.06818182],[ 104.94807692   98.77115385],[ 95.49206349  82.53968254],[ 102.3559322   110.62711864],[ 103.64285714   99.45238095],[ 90.67191011  97.7505618 ],[ 103.47641509   96.14622642],[ 98.2173913   93.67391304],[  93.85148515  108.21782178],[ 87.95555556  93.26666667],[ 109.94444444   97.6       ],[ 102.18473896   97.95582329],[ 86.63636364  84.68181818],[ 97.15899582  97.35564854],[ 100.7787043   111.70109044],[ 114.63380282  117.75352113],[ 92.78222222  93.37333333],[ 100.66958936   97.87943884],[ 108.51219512   74.95121951],[ 106.40136054   94.80272109],[ 96.10714286  98.35714286],[ 117.02941176  101.45588235],[ 106.84210526  100.35087719],[ 101.68421053   86.28947368],[ 98.81713344  90.10131796],[ 97.          98.34688995],[ 103.55   110.575],[ 112.66007905   96.49802372],[ 124.42857143   89.66666667],[  95.52755906  111.13385827],[ 102.23008558  106.82455563],[ 94.91071429  83.03571429],[ 106.97333333  103.06666667],[ 98.23224044  73.3852459 ],[ 96.06111111  78.59444444],[ 103.35507246   96.54347826],[ 94.73584906  89.39622642],[ 93.31577123  99.36741768],[ 96.47945205  99.67808219],[ 93.89130435  95.        ],[ 103.67647059   73.35294118],[ 99.4         78.68333333],[ 126.00763359   90.14503817],[ 107.70454545   89.70454545],[  93.24622592  102.16710047],[ 84.20912548  84.93536122]
4320,[ 117.14285714   91.25714286],[ 101.69830508   94.1220339 ],[ 98.43396226  98.44339623],[ 86.53125  97.8125 ],[  89.76923077  108.28205128],[ 104.11538462  104.90659341],[ 84.86153846  73.70769231],[ 115.75555556  114.62222222],[ 106.52673797   90.45454545],[ 117.6875   94.9375],[  99.63716814  118.44247788],[ 106.28339768  105.24903475],[ 101.58181818  102.54545455],[ 100.9889065    92.34548336],[ 105.04444444   80.77777778],[ 105.11383056   98.94438812],[  83.75438596  105.75438596],[ 101.3495935   108.40650407],[ 108.  103.],[ 90.5232816   97.21507761],[ 98.89956332  96.930131  ],[ 104.62962963   89.77777778],[ 104.00862069  100.42241379],[  99.01886792  110.50943396],[ 101.39130435   80.36956522],[ 100.0037594   103.77067669],[ 99.94  80.38],[ 96.82987552  95.1659751 ],[  97.68486842  114.99671053],[ 97.69230769  95.26373626],[ 86.47280335  94.15899582],[ 101.62044598  101.22832915],[ 89.8         77.43636364],[ 108.42598967   95.25473322],[  94.95402299  100.11494253],[ 114.50993377  109.        ],[ 96.72307692  94.16923077],[ 113.95121951  104.7804878 ],[ 99.93497942  72.69547325],[ 99.02359882  91.01474926],[ 102.52777778   91.61111111],[ 109.45620438   96.82481752],[ 96.37209302  94.46511628],[  94.41960784  112.11764706],[ 101.79591185  104.23059725],[ 86.61016949  96.72881356],[ 104.81944444   96.08333333],[ 97.0733945   75.57186544],[ 101.35465116   81.86627907],[ 99.76282051  99.44230769],[ 96.20634921  98.73015873],[ 93.72201429  99.87614835],[  98.63066202  101.88850174],[ 104.44444444  101.2962963 ],[ 107.95   82.7 ],[ 105.81818182   93.2       ],[ 126.43801653   95.95041322],[ 108.85714286   96.04761905],[  91.45080687  100.89380531],[ 95.97522816  92.05932203]
4340,[ 94.96226415  87.60377358],[ 100.47508306   97.4717608 ],[ 101.2815534   103.23300971],[ 104.28947368   94.        ],[ 100.15  113.3 ],[ 101.40932642  101.95336788],[ 85.35714286  82.57142857],[ 116.08888889  104.6       ],[ 106.16129032   90.92307692],[ 112.95121951   99.36585366],[ 107.78873239  113.96478873],[ 105.78843042  107.8381877 ],[ 102.80662983  104.62430939],[  99.33156966  104.02645503],[  90.86666667  100.9       ],[ 105.28964742   99.18022194],[ 88.23214286  78.51785714],[  86.06557377  103.35245902],[  97.9245283   107.24528302],[ 87.78801843  95.11290323],[ 96.99148936  98.19148936],[ 104.18   79.58],[ 95.93693694  98.18018018],[ 100.86538462   85.57692308],[ 110.67948718   95.14102564],[  95.58633094  101.96402878],[ 95.69444444  99.91666667],[ 102.00823045   98.86831276],[  92.1146038   114.63523248],[ 112.57777778  125.56666667],[ 85.83606557  92.50819672],[  98.34512093  102.27272727],[ 81.87755102  82.08163265],[ 109.66868512   95.45934256],[ 100.2         107.17333333],[ 113.1656051   106.57324841],[  95.91803279  107.72131148],[ 114.95744681  110.57446809],[ 106.40985325   60.03144654],[ 77.97515528  80.86335404],[ 91.375  92.375],[ 108.92605634   97.77112676],[  95.61764706  100.11764706],[  95.45454545  106.36363636],[ 101.95209003  100.67749196],[  84.70588235  106.41176471],[  95.3         109.83333333],[ 97.29166667  82.27083333],[ 100.6196319   87.5398773],[  94.625  100.3  ],[ 102.4         104.83529412],[ 92.96434413  98.73012758],[  98.08026756  107.37123746],[ 118.    91.2],[ 98.03571429  88.25      ],[ 109.23076923  104.76923077],[ 120.71900826   93.82644628],[ 99.58536585  87.17073171],[ 93.04821327  98.05388542],[ 103.99291693  107.871217  ]
4360,[ 108.76363636   95.14545455],[  99.15087719  102.5122807 ],[ 90.14117647  98.97647059],[ 91.6122449  90.       ],[  95.27272727  110.47272727],[ 102.68811881   93.8960396 ],[ 84.78378378  93.35135135],[  81.49090909  101.90909091],[ 107.31468531   89.66666667],[ 109.35294118   82.76470588],[ 109.0867052   113.45086705],[ 105.41257606  111.94442191],[ 101.52777778  106.01666667],[  93.04        110.90956522],[ 99.34146341  84.31707317],[ 106.00760614   98.9767667 ],[ 95.71929825  97.49122807],[ 89.03809524  98.95238095],[  99.48275862  104.15517241],[ 90.38809524  97.13095238],[  95.44541485  100.81659389],[ 90.33962264  89.83018868],[ 101.24761905   98.81904762],[ 107.5625      101.41666667],[ 107.63793103   91.06896552],[  97.16483516  100.68498168],[ 96.76315789  92.52631579],[ 102.05217391  102.39565217],[  92.12616202  114.06839309],[ 116.71090047  156.37914692],[ 92.          89.88284519],[  96.30887835  101.97289055],[ 97.45454545  97.59090909],[ 109.43189655   98.4362069 ],[ 89.09722222  93.72222222],[ 107.44827586  104.94482759],[  93.359375  124.375   ],[ 101.11864407   96.37288136],[ 106.19251925   58.8239824 ],[ 72.44794953  77.87381703],[ 98.03125  86.5    ],[ 109.41118421   96.70723684],[  97.10714286  110.92857143],[  97.12396694  107.34710744],[ 103.36220987   95.87119974],[  99.51785714  111.98214286],[ 102.78947368  132.54385965],[ 94.63763066  93.22996516],[ 102.48780488   90.42682927],[  99.06703911  101.67039106],[ 107.85981308  102.86915888],[ 93.17960859  96.13636364],[  96.66225166  111.53311258],[ 103.32432432   99.54054054],[  97.25581395  101.41860465],[  95.70833333  109.52083333],[ 113.26315789   96.49122807],[ 110.           80.31818182],[  95.3028169   100.00704225],[ 110.70762445  121.0831758 ]
4380,[ 107.66101695   91.38983051],[  99.93243243  101.98648649],[  94.9375   101.03125],[  87.35714286  100.35714286],[ 100.9122807   115.77192982],[ 106.43718593   91.57788945],[  85.60465116  100.72093023],[  82.57142857  104.54761905],[ 105.00454545   86.25454545],[  96.95238095  105.66666667],[ 101.53125  108.16875],[ 104.39081355  111.21175555],[  97.34042553  105.29787234],[  97.02003643  106.69945355],[ 108.62745098   97.37254902],[ 106.88374278   98.5769902 ],[ 100.48780488   94.53658537],[  96.6         102.44444444],[ 88.17808219  96.75342466],[ 101.85817308   97.82211538],[  94.53571429  100.58928571],[ 86.91525424  90.16949153],[ 93.36585366  98.24390244],[  98.67924528  102.22641509],[ 112.92592593   90.81481481],[  99.16117216  102.02564103],[ 83.97297297  97.45945946],[  99.92274678  104.17167382],[  88.05793103  110.21172414],[  89.05479452  152.97260274],[ 95.68200837  88.41422594],[  98.54918954  104.14187129],[  95.125       121.14583333],[ 110.17938312   99.39204545],[ 88.66666667  94.81609195],[ 103.92142857  105.23571429],[  87.24390244  115.57317073],[  99.06666667  101.44444444],[ 105.0811138    81.85472155],[ 73.42758621  80.39310345],[  96.35294118  114.14705882],[ 107.21782178   98.70627063],[  97.17021277  112.55319149],[  95.68852459  102.17213115],[ 104.61833105   93.48837209],[ 103.77966102  103.47457627],[  96.24193548  125.11290323],[ 88.10645161  88.30322581],[ 105.67058824   92.56470588],[  93.53333333  104.02222222],[ 110.88118812   97.71287129],[ 92.52546838  94.44906323],[  97.29126214  113.21359223],[ 100.02   91.7 ],[ 99.65116279  96.44186047],[  90.40384615  103.17307692],[ 97.31132075  98.96226415],[ 106.04761905   70.76190476],[  95.65376641  102.34899793],[ 110.51450116  117.71113689]
4400,[ 98.98333333  84.78333333],[  96.35576923  102.95192308],[ 97.02970297  97.54455446],[  79.57142857  105.78571429],[  95.64516129  105.53225806],[ 111.115   92.77 ],[  90.95652174  103.47826087],[ 86.2195122   93.24390244],[ 106.16594828   84.03017241],[ 104.6   108.82],[  95.29452055  105.76712329],[ 104.43761851  111.25293895],[  96.52910053  107.53439153],[ 103.72532189  102.95994278],[ 97.50943396  92.1509434 ],[ 108.57421409   98.01870275],[ 94.36585366  98.3902439 ],[ 88.46464646  98.74747475],[  76.92307692  107.26153846],[ 111.8047619    99.81666667],[ 97.60775862  96.44827586],[  85.21917808  109.39726027],[ 94.29  99.17],[  89.50943396  104.32075472],[ 103.28333333   97.41666667],[  97.18181818  100.76      ],[  99.82608696  105.95652174],[ 100.51141553  102.71232877],[  86.69630643  111.25718194],[  81.00925926  149.90277778],[ 102.72469636   87.43724696],[ 103.67334699  103.42027501],[  98.52  111.38],[ 109.4456959   100.49798874],[ 92.43820225  98.23595506],[ 101.63829787  104.25531915],[  86.225   103.3875],[ 101.78378378   97.27027027],[ 104.04136253  100.20437956],[ 60.88307692  88.19384615],[ 98.92307692  97.1025641 ],[ 104.51351351   97.16216216],[ 99.25        96.05357143],[ 95.61417323  97.62598425],[ 102.77470356   92.71325907],[  99.58490566  111.69811321],[  96.9  116.9],[ 85.38461538  83.21428571],[ 101.21666667   89.52222222],[  94.90229885  103.67241379],[ 107.0625       97.91666667],[ 92.45088018  93.81544577],[  94.76298701  110.74025974],[ 104.58139535  108.30232558],[ 110.95121951  100.07317073],[ 108.73214286  115.07142857],[ 93.1547619  98.0952381],[ 106.02564103   75.1025641 ],[  97.84234234  105.14564565],[ 106.03239511  107.78810409]
4420,[ 101.21052632   95.40350877],[  95.37179487  105.50961538],[  97.74157303  101.06741573],[ 88.65909091  98.93181818],[ 98.42857143  93.55357143],[ 105.51515152   98.07575758],[  81.10416667  112.52083333],[ 104.54761905   99.57142857],[ 105.75941423   83.13179916],[  95.61904762  107.54761905],[ 85.64052288  91.32679739],[ 105.41464312  109.8870493 ],[  98.89304813  106.55614973],[ 117.29769959   91.22056834],[  98.54385965  102.22807018],[ 109.60102134   98.18148488],[ 102.12195122  110.95121951],[ 92.64035088  97.13157895],[  84.77777778  100.06944444],[ 117.3518931   101.23830735],[ 94.21052632  95.44019139],[  95.6031746  110.3015873],[  84.31111111  104.58888889],[  99.4375  107.6875],[  98.98  105.72],[  99.17793594  102.96797153],[  77.41071429  105.58928571],[  91.78240741  100.58333333],[  86.5861399   110.56217617],[  99.43103448  145.38793103],[ 99.54132231  90.95454545],[ 108.53467622   99.36379613],[  99.38983051  105.94915254],[ 109.02065131   97.8482923 ],[ 103.02083333  100.23958333],[  97.05333333  103.87333333],[ 110.98765432   95.        ],[  96.46666667  110.04444444],[ 110.01122195  113.79551122],[ 72.22946176  75.73937677],[ 108.76666667   89.73333333],[ 105.09318996   98.37275986],[ 99.81818182  96.22727273],[  99.57295374  101.36654804],[ 101.49398469   92.90156763],[  93.01538462  123.46153846],[  97.92105263  114.36842105],[ 78.9         85.83170732],[ 103.95833333   89.97619048],[  91.95348837  101.04651163],[ 109.29591837   79.21428571],[ 94.73457636  93.73622155],[  94.27272727  108.38244514],[ 101.87878788   90.96969697],[ 104.52  116.82],[  94.42372881  105.44067797],[ 95.67010309  93.72164948],[ 91.65217391  74.58695652],[  98.38646617  107.30977444],[  92.64281783  106.74188222]
4440,[ 100.55172414  102.10344828],[  93.64396285  107.04643963],[ 102.84146341  108.02439024],[  94.02325581  101.6744186 ],[ 101.29411765   90.79411765],[ 107.66497462  100.20304569],[  96.60784314  116.21568627],[ 118.67647059  101.05882353],[ 106.26138614   82.94257426],[ 110.         108.6969697],[ 65.20952381  98.7       ],[ 105.26240602  108.37293233],[  95.55329949  110.41624365],[ 120.44591029   82.93799472],[ 107.45833333  109.83333333],[ 109.51444256   99.81022089],[ 92.8372093   93.18604651],[  94.79661017  105.40677966],[ 81.30136986  98.73972603],[ 111.64536082  100.0556701 ],[ 98.85096154  99.54326923],[ 102.9122807   98.0877193],[  86.96363636  103.06363636],[ 92.41860465  88.30232558],[  96.7         107.13333333],[ 103.5559322    97.14237288],[  89.89795918  121.51020408],[ 95.44811321  97.20283019],[  86.16688312  110.34285714],[  93.56716418  116.17910448],[ 101.07949791   97.33054393],[ 111.80983436   94.72675101],[  96.44230769  108.05769231],[ 107.69017254   96.15828957],[ 100.99047619   93.86666667],[  94.13157895  103.61184211],[  95.24193548  100.79032258],[ 107.07317073  112.        ],[ 111.16514954  118.79713914],[ 106.17548077   81.40144231],[ 136.28078818   60.81280788],[  97.20987654  103.44444444],[  99.02040816  105.81632653],[ 103.08474576  102.33898305],[ 100.1210121    95.80344701],[  97.16666667  124.36363636],[ 117.89189189  121.35135135],[ 81.15456674  85.43559719],[ 105.6   86.8],[  92.68        101.33714286],[ 112.32222222   71.55555556],[ 96.90210162  93.13381218],[  91.71818182  105.68484848],[ 103.5625   98.3125],[ 102.83018868  111.03773585],[ 91.55357143  99.125     ],[ 89.94392523  94.58878505],[ 83.44444444  67.95555556],[  94.07608696  106.9375    ],[  83.89659367  102.30717762]
4460,[  96.94915254  103.01694915],[  93.5412844   104.50152905],[  94.73611111  100.        ],[  89.59090909  105.81818182],[ 109.76119403   90.23880597],[ 102.60638298  103.4893617 ],[  83.8   109.78],[ 102.31111111   90.33333333],[ 108.26482213   80.2944664 ],[ 111.2962963   105.85185185],[  63.44904459  100.62738854],[ 105.67424242  106.47045455],[  99.35204082  108.87755102],[ 116.63084112   87.60397196],[ 106.7755102   108.04081633],[ 108.25309527  101.03792519],[  83.37142857  107.88571429],[  96.1171875  113.3359375],[ 84.74603175  93.19047619],[ 109.09533898   98.29025424],[ 94.30805687  99.46919431],[ 86.66101695  94.66101695],[ 84.91735537  97.04958678],[ 89.19565217  91.06521739],[  98.7254902   109.47058824],[ 101.95373665   96.62989324],[  91.48837209  105.37209302],[ 94.65367965  97.25974026],[  92.10523077  107.896     ],[ 101.98412698  109.3968254 ],[ 97.74358974  96.78205128],[ 114.34023707   89.7837697 ],[ 96.33962264  98.26415094],[ 105.53472741   95.9970127 ],[ 102.16831683   84.23762376],[  93.42675159  105.29299363],[ 87.55405405  94.12162162],[  89.04166667  102.10416667],[  98.64250614  120.01105651],[ 106.57446809   87.27659574],[ 140.54519774   72.75141243],[  98.66409266  104.61003861],[  84.81818182  120.18181818],[  95.96979866  108.03020134],[ 100.03686303   98.46584749],[  93.89230769  118.66153846],[  97.87878788  108.        ],[ 90.2826087   89.40118577],[ 105.90740741   87.55555556],[ 91.95530726  99.77094972],[ 110.03896104   88.5974026 ],[ 99.47266545  92.76275177],[  91.14577259  102.42565598],[  98.51515152  116.27272727],[  93.54  105.98],[ 92.55172414  97.89655172],[ 93.35483871  97.47311828],[ 88.11538462  81.76923077],[  89.52654321  103.83580247],[ 77.79758482  95.20184014]
