iteration,total_sp,total_count,prod_sp,prod_count,mut_prod_sp,mut_prod_count,herb_sp,herb_count,mut_sp,mut_count,prim_pred_sp,prim_pred_count,sec_pred_sp,sec_pred_count,shannon_index,shannon_eq,shannon_index_prods,shannon_eq_prods,shannon_index_herbs,shannon_eq_herbs,shannon_index_interm,shannon_eq_interm,shannon_index_top,shannon_eq_top
1177,60,34880,11,8860,5,5767,8,1712,8,6785,23,8936,5,2820,4.123488742276291,0.6980811097706636,2.337299024560001,0.5843247561400002,1.6497039399231883,0.4124259849807971,3.068926646562304,0.6784314388472199,1.6873928379196346,0.726720539552923
1178,60,34903,11,8844,5,5790,8,1700,8,6851,23,8923,5,2795,4.120895835155579,0.6976421466514483,2.3368933842049033,0.5842233460512258,1.6463298320356077,0.4115824580089019,3.067910893782695,0.6782068917337999,1.6955153030073404,0.7302186948599675
1179,60,35009,11,8860,5,5827,8,1711,8,6921,23,8914,5,2776,4.1169455187676345,0.6969733825489133,2.339181386606695,0.5847953466516738,1.638060970848306,0.4095152427120765,3.0652887704586003,0.6776272327505547,1.7023341826158769,0.7331554264596889
1180,60,35075,11,8852,5,5829,8,1734,8,7006,23,8885,5,2769,4.1110443312452105,0.6959743480438877,2.3372600506493604,0.5843150126623401,1.6320782900538822,0.40801957251347054,3.0583185624791454,0.676086365609314,1.7089257555854904,0.7359942624185316
1181,60,35220,11,8859,5,5857,8,1768,8,7089,23,8888,5,2759,4.115487759746922,0.6967265929737354,2.338971789386496,0.584742947346624,1.6432960173045135,0.41082400432612837,3.0681564616982078,0.6782611781386062,1.7193305557957057,0.7404753659605084
1182,60,35344,11,8862,5,5857,8,1783,8,7187,23,8907,5,2748,4.1161929719410155,0.6968459810312386,2.3414510791451404,0.5853627697862851,1.6427711424830027,0.4106927856207507,3.06716479169686,0.6780419548780472,1.7392870795282795,0.7490701729127633
1183,60,35480,11,8874,5,5892,8,1795,8,7284,23,8907,5,2728,4.112725481270656,0.6962589563328403,2.3417744772284808,0.5854436193071202,1.641688468021973,0.41042211700549325,3.065308866346778,0.6776316752426379,1.7405676409882234,0.7496216807147333
1184,60,35560,11,8870,5,5935,8,1785,8,7330,23,8921,5,2719,4.112804016464126,0.6962722518547731,2.3435160834925197,0.5858790208731299,1.6406600436997518,0.41016501092493796,3.065361607630443,0.6776433344802426,1.7488847135619594,0.7532036489040367
1185,60,35575,11,8861,5,5911,8,1784,8,7401,23,8917,5,2701,4.106288140805382,0.6951691544546642,2.3403898752319403,0.5850974688079851,1.622867975588606,0.4057169938971515,3.063590301815079,0.6772517612393827,1.764073385870964,0.7597450540157834
1186,60,35702,11,8867,5,5936,8,1807,8,7485,23,8926,5,2681,4.104584959020312,0.6948808163252369,2.3438943041430282,0.5859735760357571,1.621707947850907,0.4054269869627268,3.059582399567455,0.6763657554133196,1.7736574646140146,0.7638726920611448
1187,60,35803,11,8862,5,5950,8,1805,8,7595,23,8919,5,2672,4.101073858178205,0.6942864086948133,2.3457664839108925,0.5864416209777231,1.6107505301126905,0.40268763252817263,3.0608944531895554,0.676655804192323,1.7814206188862065,0.7672161006228851
1188,60,35898,11,8841,5,5995,8,1806,8,7681,23,8915,5,2660,4.095687601382215,0.6933745487731153,2.342542691018292,0.585635672754573,1.6011756192996718,0.40029390482491795,3.0607086375063957,0.6766147268985963,1.792231686283162,0.7718721739185054
1189,60,35913,11,8853,5,6000,8,1796,8,7732,23,8895,5,2637,4.092386237488666,0.6928156483093073,2.3439970643720773,0.5859992660930193,1.5985962210847506,0.39964905527118766,3.055701732323783,0.6755078767589826,1.7974719661316394,0.7741290396069891
1190,60,35947,11,8864,5,5976,8,1791,8,7809,23,8879,5,2628,4.088206515270962,0.692108047220367,2.3433710653500115,0.5858427663375029,1.5885491216794942,0.39713728041987356,3.056506138775377,0.6756857026535781,1.8024978864608563,0.7762935856755273
1191,60,36044,11,8861,5,6035,8,1821,8,7858,23,8856,5,2613,4.084840911184688,0.6915382712897317,2.3449422380315617,0.5862355595078904,1.591064637774954,0.3977661594437385,3.0487412544535593,0.6739691606017066,1.8095638216698382,0.7793367183309012
1192,60,36122,11,8861,5,6095,8,1839,8,7898,23,8839,5,2590,4.080494014141058,0.6908023685379756,2.3437777428123243,0.5859444357030811,1.5855027172246712,0.3963756793061678,3.0510969526314544,0.6744899223820866,1.8127643846888946,0.7807151257958453
1193,60,36133,11,8851,5,6104,8,1850,8,7951,23,8796,5,2581,4.076910505577036,0.6901957027286094,2.343372741680295,0.5858431854200737,1.5861026877853937,0.3965256719463484,3.045306420770225,0.6732098400227688,1.8194066936812008,0.7835758125703117
1194,60,36170,11,8847,5,6080,8,1851,8,8044,23,8785,5,2563,4.070227694516923,0.6890643441987797,2.3395989413466483,0.5848997353366621,1.5733608932716057,0.3933402233179014,3.045538240272744,0.6732610871383762,1.8282568731404525,0.7873873773981541
1195,60,36310,11,8840,5,6141,8,1867,8,8138,23,8787,5,2537,4.066463575558664,0.6884271021680812,2.339930603719227,0.5849826509298067,1.5707040473472973,0.3926760118368243,3.044456774779372,0.6730220132616662,1.8391685930727837,0.7920867993812714
1196,60,36456,11,8845,5,6155,8,1901,8,8225,23,8807,5,2523,4.06509754773861,0.6881958421171384,2.342693904102156,0.585673476025539,1.5666082856396915,0.39165207140992286,3.0485618829135746,0.6739295078807476,1.8401116952335024,0.7924929713737613
1197,60,36509,11,8841,5,6196,8,1886,8,8277,23,8801,5,2508,4.06124406179751,0.6875434708096412,2.343686646974653,0.5859216617436632,1.5579187080480752,0.3894796770120188,3.048034154481899,0.6738128457377722,1.843510096982697,0.793956583342055
1198,60,36610,11,8837,5,6223,8,1883,8,8360,23,8813,5,2494,4.060203265907728,0.6873672705105269,2.3438720590915656,0.5859680147728914,1.5590480146670573,0.38976200366676433,3.050432943374339,0.674343133355305,1.843531927523183,0.7939659852440923
1199,60,36681,11,8830,5,6245,8,1886,8,8455,23,8788,5,2477,4.055014870147051,0.6864889072368725,2.3424579512272183,0.5856144878068046,1.553339973718456,0.388334993429614,3.0508481739609676,0.6744349261926006,1.8487696945624021,0.7962217687245335
1200,60,36776,11,8823,5,6265,8,1923,8,8525,23,8781,5,2459,4.051866039900867,0.6859558297750138,2.3421672233001356,0.5855418058250339,1.5595446714011494,0.38988616785028735,3.042603533506695,0.6726123269811024,1.8538008674188713,0.79838857693343
1201,60,36956,11,8829,5,6319,8,1969,8,8602,23,8794,5,2443,4.051688770261244,0.6859258191227503,2.340846704760435,0.5852116761901087,1.56824236256934,0.392060590642335,3.045751568807512,0.6733082465532002,1.8606480893317427,0.8013375148992302
1202,60,37054,11,8835,5,6363,8,1970,8,8667,23,8783,5,2436,4.050068436782457,0.6856515066985467,2.344922488514667,0.5862306221286667,1.5659497865047107,0.3914874466261777,3.04275248147719,0.6726452541239031,1.8683451635797041,0.8046524643435775
1203,60,37187,11,8837,5,6410,8,1976,8,8779,23,8760,5,2425,4.043402210382638,0.6845229558490058,2.346041604042654,0.5865104010106635,1.5589395472740015,0.3897348868185004,3.0354453712431577,0.6710299097769007,1.8766940368001765,0.8082481283259617
1204,60,37270,11,8852,5,6409,8,1987,8,8862,23,8746,5,2414,4.038447524123071,0.6836841581466664,2.346308271090039,0.5865770677725097,1.5509271116858456,0.3877317779214614,3.0347365471116463,0.6708732137620351,1.8810647367180038,0.8101304863229433
1205,60,37407,11,8860,5,6431,8,1995,8,8951,23,8763,5,2407,4.03612440684089,0.6832908687764674,2.3464039404052324,0.5866009851013081,1.5453840958847929,0.3863460239711982,3.03751402954994,0.6714872171658295,1.8906477586550436,0.8142576692267294
1206,60,37481,11,8863,5,6438,8,2003,8,9031,23,8745,5,2401,4.032208622424409,0.6826279507228653,2.3480803840734876,0.5870200960183719,1.5404617232750721,0.38511543081876803,3.032326934054611,0.6703405333034843,1.9012478161668858,0.8188228655113096
1207,60,37592,11,8863,5,6455,8,2017,8,9101,23,8750,5,2406,4.029509550236935,0.682171014515264,2.350359011873751,0.5875897529684377,1.5379779076022988,0.3844944769005747,3.025179813880266,0.6687605571157424,1.9042136488040564,0.820100180103308
1208,60,37699,11,8866,5,6481,8,2020,8,9186,23,8731,5,2415,4.024734994171427,0.6813627117393404,2.3509495684074695,0.5877373921018674,1.5324037239963597,0.38310093099908993,3.018144288593362,0.6672052506216016,1.9105269689169893,0.8228191790795614
1209,60,37779,11,8865,5,6519,8,2008,8,9262,23,8724,5,2401,4.019902191165311,0.6805445481170601,2.3501260544135185,0.5875315136033796,1.5251777420708832,0.3812944355177208,3.017186400403243,0.6669934953280025,1.916870458491058,0.8255511713354958
1210,60,37949,11,8866,5,6578,8,2006,8,9357,23,8748,5,2394,4.0182652234778065,0.6802674196243262,2.349059503050555,0.5872648757626387,1.5183354545107242,0.37958386362768104,3.0292288209868348,0.6696556497763276,1.9191860709688373,0.8265484513472575
1211,60,38087,11,8874,5,6624,8,2025,8,9435,23,8754,5,2375,4.016499955496735,0.6799685706863784,2.3507444467404297,0.5876861116851074,1.5203811601289587,0.3800952900322397,3.0284535807422857,0.6694842715014018,1.924832743110044,0.8289803406696014
1212,60,38188,11,8875,5,6684,8,2032,8,9504,23,8726,5,2367,4.012512681582481,0.6792935499034951,2.3518781502962667,0.5879695375740667,1.5182863763336358,0.37957159408340896,3.0254799971600157,0.6688269170512681,1.9282799338694374,0.8304649649208793
1213,60,38228,11,8878,5,6680,8,2033,8,9572,23,8712,5,2353,4.007741926779606,0.6784858906577962,2.3507061489018057,0.5876765372254514,1.5162532747685176,0.3790633186921294,3.0185865931446796,0.6673030285575765,1.9348295929684154,0.8332857495581812
1214,60,38369,11,8874,5,6727,8,2047,8,9659,23,8721,5,2341,4.003950129617289,0.6778439628785453,2.352558677627478,0.5881396694068695,1.510224465017758,0.3775561162544395,3.017312388075591,0.6670213467587051,1.940893645183995,0.8358973946943644
1215,60,38506,11,8874,5,6781,8,2060,8,9738,23,8729,5,2324,3.9986656434154577,0.676949332088234,2.3536047502711646,0.5884011875677911,1.5004184845469417,0.3751046211367354,3.0173059521954966,0.6670199240126131,1.94584976919166,0.8380318811233706
1216,60,38602,11,8877,5,6798,8,2073,8,9802,23,8742,5,2310,3.9984100449545,0.6769060608515621,2.3546703044759685,0.5886675761189921,1.499884072606729,0.37497101815168227,3.0222159488640137,0.6681053510977761,1.953606511461925,0.8413725281861906
1217,60,38714,11,8882,5,6846,8,2072,8,9877,23,8745,5,2292,3.9948797966314062,0.6763084116711764,2.356998716176733,0.5892496790441832,1.498265979651412,0.374566494912853,3.0166184218626393,0.6668679353055862,1.9559574595159321,0.8423850264022997
1218,60,38842,11,8880,5,6888,8,2101,8,9934,23,8759,5,2280,3.994144233422748,0.6761838853748531,2.357403811220649,0.5893509528051623,1.5027536752544377,0.3756884188136094,3.0150485165366554,0.6665208846094237,1.962785006072826,0.8453254906535086
1219,60,38990,11,8885,5,6961,8,2113,8,10002,23,8749,5,2280,3.9932139071125663,0.6760263868914931,2.361669763688705,0.5904174409221763,1.5016268132196893,0.3754067033049223,3.0155244548830047,0.6666260977911979,1.9662385026768536,0.8468128306842494
1220,60,39146,11,8893,5,7026,8,2145,8,10054,23,8734,5,2294,3.993329187530874,0.67604590315245,2.363763043583825,0.5909407608959563,1.507557388403721,0.37688934710093025,3.0121935241739854,0.6658897464951669,1.9700983197797957,0.8484751634289373
1221,60,39165,11,8896,5,7014,8,2147,8,10120,23,8700,5,2288,3.989228459758147,0.6753516753338789,2.3617341537668386,0.5904335384417096,1.5075388717366285,0.3768847179341571,3.0089294977237455,0.6651681853710024,1.972276137048872,0.8494130982744958
1222,60,39331,11,8898,5,7088,8,2181,8,10175,23,8696,5,2293,3.9887297253615643,0.6752672426889009,2.3655314575557025,0.5913828643889256,1.5120526652227995,0.37801316630569987,3.003442979048285,0.6639553096043481,1.973557518453513,0.849964959207426
1223,60,39510,11,8913,5,7110,8,2223,8,10265,23,8710,5,2289,3.986947314125491,0.6749654915040393,2.36430336373089,0.5910758409327225,1.515353044738173,0.3788382611845432,3.0040354726254814,0.6640862890366964,1.9794395829822133,0.8524982265130122
1224,60,39605,11,8910,5,7123,8,2248,8,10314,23,8714,5,2296,3.9897135438036244,0.6754337970589432,2.3658960634766366,0.5914740158691592,1.5215711709561965,0.38039279273904913,3.0072249222821346,0.6647913638621628,1.988986671256034,0.8566099336304042
1225,60,39764,11,8920,5,7183,8,2292,8,10346,23,8729,5,2294,3.9915257638431263,0.6757405946896373,2.3687611045480357,0.5921902761370089,1.5264328622414673,0.38160821556036684,3.0104153795352437,0.6654966614316671,1.992017283708443,0.8579151473702621
1226,60,39853,11,8915,5,7189,8,2337,8,10399,23,8735,5,2278,3.990412562304045,0.6755521365624614,2.366882276194263,0.5917205690485657,1.5353345478071434,0.38383363695178585,3.0085109724342716,0.6650756641911137,1.9903032293256069,0.8571769443283115
1227,60,39947,11,8921,5,7238,8,2366,8,10418,23,8743,5,2261,3.9945572779487204,0.6762538112553628,2.3684890699135237,0.5921222674783809,1.5492707248586437,0.3873176812146609,3.0122214493408785,0.6658959197646311,1.9955986937972936,0.8594575767403775
1228,60,40034,11,8913,5,7251,8,2369,8,10487,23,8753,5,2261,3.9936382582644048,0.6760982269137468,2.3673635099644565,0.5918408774911141,1.5480565351169802,0.38701413377924504,3.0165593942447693,0.6668548863812113,1.9984393519083565,0.8606809815983133
1229,60,40121,11,8907,5,7283,8,2397,8,10526,23,8746,5,2262,3.995063312618535,0.6763394797913926,2.3706964203335916,0.5926741050833979,1.554458078128157,0.38861451953203924,3.0143766235431304,0.6663723527665857,2.0021573142656623,0.8622822208294042
1230,60,40305,11,8900,5,7334,8,2447,8,10607,23,8767,5,2250,3.9980807486424803,0.676850313025072,2.3724507776188495,0.5931126944047124,1.5641695440742867,0.39104238601857166,3.0239441033243595,0.6684873850960132,2.0033972821826027,0.8628162459439935
1231,60,40387,11,8907,5,7337,8,2502,8,10663,23,8737,5,2241,3.996916594400611,0.6766532289208338,2.372236048817865,0.5930590122044662,1.5729321293018586,0.39323303232546464,3.022408971375474,0.6681480215670513,2.005300605874718,0.8636359628406133
1232,60,40606,11,8911,5,7403,8,2551,8,10755,23,8755,5,2231,3.995169918027018,0.6763575274269054,2.37216620742548,0.59304155185637,1.5724969272572875,0.3931242318143219,3.0307444017081524,0.6699906912184568,2.0046855329907514,0.8633710653679822
1233,60,40756,11,8908,5,7451,8,2585,8,10835,23,8750,5,2227,3.9928938870780644,0.6759722094813443,2.3718128164603978,0.5929532041150994,1.574547186086546,0.3936367965216365,3.030382857082612,0.6699107664536248,2.0094533611447245,0.8654244571868208
1234,60,40880,11,8917,5,7477,8,2603,8,10898,23,8753,5,2232,3.991630219031625,0.6757582783062217,2.3733518425948708,0.5933379606487177,1.5715949912727072,0.3928987478181768,3.032697805405436,0.670422519878318,2.0115785212988744,0.8663397138473649
1235,60,40973,11,8918,5,7488,8,2632,8,10964,23,8746,5,2225,3.9881023109346576,0.6751610253116275,2.3723927841810193,0.5930981960452548,1.5715002694339086,0.39287506735847716,3.029527530799426,0.6697216839802345,2.014533459739948,0.8676123365644852
1236,60,41106,11,8926,5,7518,8,2676,8,11009,23,8752,5,2225,3.9900153342236444,0.6754848883082453,2.3765991914760525,0.5941497978690131,1.5709660908135807,0.3927415227033952,3.040033935832067,0.6720442795663462,2.0154492877472827,0.8680067622184713
1237,60,41313,11,8933,5,7568,8,2740,8,11107,23,8753,5,2212,3.986940614924,0.6749643573707109,2.373802804248732,0.593450701062183,1.576655158940635,0.39416378973515875,3.0422824483283266,0.6725413463730137,2.0157589365972113,0.86814012071937
1238,60,41369,11,8927,5,7540,8,2783,8,11166,23,8756,5,2197,3.9849594490021647,0.6746289582483185,2.375302520343727,0.5938256300859317,1.5753088595538118,0.39382721488845296,3.0447537781374017,0.673087670228657,2.0140101231726057,0.8673869477729483
1239,60,41553,11,8921,5,7587,8,2847,8,11233,23,8772,5,2193,3.985724125475413,0.6747584132400559,2.3750871732970427,0.5937717933242607,1.5865371505341257,0.3966342876335314,3.043367891997756,0.6727812996841374,2.013899186245337,0.8673391698389489
1240,60,41650,11,8934,5,7582,8,2879,8,11291,23,8783,5,2181,3.9853418164547945,0.6746936906902761,2.3769624418434385,0.5942406104608596,1.5876957796738478,0.39692394491846195,3.046093200034467,0.6733837691679613,2.0155727136540236,0.8680599188631636
1241,60,41769,11,8949,5,7585,8,2919,8,11324,23,8809,5,2183,3.989179880002902,0.6753434510821413,2.378534357035113,0.5946335892587783,1.5943465930771306,0.39858664826928264,3.0536272452578563,0.6750492808369905,2.016121754930187,0.8682963780702218
1242,60,41972,11,8950,5,7650,8,2999,8,11397,23,8806,5,2170,3.987382357271651,0.6750391416147224,2.3784189286951793,0.5946047321737948,1.598845070897006,0.3997112677242515,3.0585957502470387,0.6761476420482323,2.015797445421138,0.8681567055671141
1243,60,42108,11,8938,5,7615,8,3089,8,11464,23,8845,5,2157,3.988980957417053,0.6753097747201655,2.3763901314005302,0.5940975328501326,1.6073997077054543,0.40184992692636357,3.0676811659640952,0.6781561070157324,2.013676173835026,0.8672431236216687
1244,60,42271,11,8933,5,7671,8,3150,8,11502,23,8879,5,2136,3.9893773807637705,0.6753768867379524,2.3744798172553416,0.5936199543138354,1.6094935841339089,0.4023733960334772,3.0803949368381924,0.6809666733343993,2.016580371188283,0.8684938933417351
1245,60,42383,11,8928,5,7673,8,3235,8,11525,23,8896,5,2126,3.9920483274706346,0.6758290614758509,2.376111740624263,0.5940279351560658,1.6206527050359172,0.4051631762589793,3.081626741846162,0.6812389819752305,2.0177674780951222,0.8690051524584378
1246,60,42482,11,8931,5,7695,8,3282,8,11587,23,8858,5,2129,3.9886656101396993,0.6752563883788664,2.3737948393799484,0.5934487098449871,1.6240382289239512,0.4060095572309878,3.0817112886478712,0.6812576722910769,2.0118719452468357,0.8664660846633291
1247,60,42569,11,8928,5,7707,8,3340,8,11607,23,8860,5,2127,3.9916945047192685,0.675769161475057,2.3759888409878562,0.5939972102469641,1.6344504688867192,0.4086126172216798,3.082979631991947,0.6815380582692943,2.010167900973289,0.8657321927407934
1248,60,42650,11,8931,5,7732,8,3364,8,11642,23,8868,5,2113,3.9888630266079925,0.6752898097644664,2.3760549598945686,0.5940137399736422,1.6298350288734615,0.4074587572183654,3.087709058625465,0.682583567688522,2.0029859916483796,0.8626391127523462
1249,60,42744,11,8943,5,7746,8,3405,8,11682,23,8861,5,2107,3.9886726439937705,0.6752575791668042,2.37694654163037,0.5942366354075925,1.6320477283393338,0.40801193208483344,3.091840257899684,0.6834968301384122,2.006092961642542,0.8639772118954693
1250,60,42817,11,8935,5,7782,8,3440,8,11675,23,8878,5,2107,3.9883758123678557,0.6752073274106374,2.3767590216032493,0.5941897554008123,1.6271296375697042,0.40678240939242605,3.1008462290881353,0.6854877327226893,2.0025430816165004,0.8624483617842803
1251,60,42843,11,8945,5,7792,8,3453,8,11656,23,8900,5,2097,3.990520663959581,0.6755704375033349,2.3777246800924545,0.5944311700231136,1.6272007108706708,0.4068001777176677,3.1090928754595093,0.6873107753717088,1.999902062173018,0.8613109366205564
1252,60,42870,11,8948,5,7779,8,3465,8,11667,23,8904,5,2107,3.991302700291347,0.67570283141162,2.3790153067912243,0.5947538266978061,1.6260914970354263,0.4065228742588566,3.111945018636113,0.6879412836314187,1.99583030794892,0.859557327526001
1253,60,42901,11,8959,5,7794,8,3511,8,11613,23,8919,5,2105,3.991113864862404,0.6756708627428447,2.378776796769695,0.5946941991924237,1.625600912946046,0.4064002282365115,3.1106433693349818,0.6876535348808156,1.995143613940039,0.8592615845138065
1254,60,42918,11,8963,5,7804,8,3535,8,11579,23,8933,5,2104,3.990915040628244,0.6756372030312009,2.3758542588133937,0.5939635647033484,1.626172388324751,0.40654309708118774,3.1110659880271334,0.6877469609676599,1.9979967558512413,0.860490365851818
1255,60,42942,11,8963,5,7835,8,3558,8,11546,23,8944,5,2096,3.991079030316325,0.6756649654699031,2.3746542750853767,0.5936635687713442,1.6255155314499465,0.40637888286248663,3.1157211923625296,0.6887760624546336,1.9973403818859534,0.8602076809716389
1256,60,43011,11,8949,5,7804,8,3631,8,11541,23,8991,5,2095,3.9967618922717287,0.6766270388083916,2.373689802148758,0.5934224505371894,1.6367937296606,0.40919843241515,3.123816213386593,0.6905655860872709,1.9977058364060478,0.8603650736664855
1257,60,43138,11,8946,5,7851,8,3699,8,11547,23,8993,5,2102,3.996555402667412,0.6765920813970473,2.37019478814461,0.5925486970361525,1.6464988187973029,0.4116247046993257,3.1192533643789995,0.6895569011058519,1.9970492720091895,0.860082306771893
1258,60,43144,11,8927,5,7876,8,3755,8,11508,23,8974,5,2104,3.9964557227978044,0.6765752062123804,2.369253226559822,0.5923133066399555,1.651836268926787,0.41295906723169673,3.116053151424568,0.688849446894874,1.9953600546794084,0.8593548004664651
1259,60,43159,11,8940,5,7867,8,3779,8,11482,23,8984,5,2107,3.9995903411251756,0.67710587768439,2.372326532401724,0.593081633100431,1.6521731361398793,0.4130432840349698,3.1220049669249623,0.6901651833782497,1.9970146667040718,0.860067403078194
1260,60,43210,11,8949,5,7910,8,3782,8,11462,23,9002,5,2105,4.000882100373923,0.6773245645261115,2.3730879619104646,0.5932719904776161,1.653982660400604,0.413495665100151,3.1218045546601254,0.6901208792951435,1.9953607461279477,0.859355098257142
1261,60,43168,11,8954,5,7844,8,3810,8,11433,23,9029,5,2098,4.006740859161336,0.6783164161090354,2.3771484730934356,0.5942871182733589,1.6595412994099248,0.4148853248524812,3.1299564752360203,0.6919229814118129,1.9898190103145588,0.8569684025512796
1262,60,43254,11,8959,5,7845,8,3900,8,11417,23,9032,5,2101,4.007346810029824,0.6784189998387795,2.378332774974465,0.5945831937436162,1.6668733853322366,0.41671834633305915,3.123702911687133,0.6905405390777327,1.9915384087704318,0.8577089071602118
1263,60,43384,11,8972,5,7864,8,3986,8,11415,23,9046,5,2101,4.007056225176329,0.6783698056225008,2.3778348036008956,0.5944587009002239,1.6682691335817577,0.4170672833954394,3.1279240319689423,0.6914736798908385,1.9897364798585144,0.8569328586185342
1264,60,43424,11,8975,5,7874,8,4029,8,11401,23,9046,5,2099,4.00671192245325,0.6783115173035441,2.3774201904108447,0.5943550476027112,1.6707819758363323,0.41769549395908306,3.125206365030569,0.6908728995843514,1.9947341661829463,0.859085244963071
1265,60,43438,11,8978,5,7938,8,4055,8,11310,23,9063,5,2094,4.009757330482714,0.678827086024544,2.3757521725050066,0.5939380431262516,1.67965622920911,0.4199140573022775,3.1241347679723983,0.6906360072705995,1.9877767504606143,0.8560888491066914
1266,60,43489,11,8986,5,7924,8,4091,8,11318,23,9066,5,2104,4.0099579683706805,0.6788610527765464,2.376607829636479,0.5941519574091197,1.6792160824785904,0.4198040206196476,3.1267226361079463,0.691208093639856,1.9806109688778386,0.8530027149587158
1267,60,43509,11,8980,5,7901,8,4144,8,11263,23,9106,5,2115,4.019337792822164,0.6804489989725462,2.3769965155709603,0.5942491288927401,1.6909745810143268,0.4227436452535817,3.1412137347622995,0.6944115644434227,1.9797663503934229,0.8526389575769625
1268,60,43544,11,8995,5,7915,8,4198,8,11193,23,9122,5,2121,4.0232411544200035,0.6811098139198793,2.379233174155323,0.5948082935388308,1.6961534441368393,0.42403836103420983,3.1436067536764045,0.6949405765222559,1.974770863832702,0.8504875186190893
1269,60,43589,11,8993,5,7917,8,4263,8,11131,23,9160,5,2125,4.027664138727477,0.6818585977742412,2.3780131863660743,0.5945032965915186,1.7027268235136501,0.42568170587841253,3.1506621438556746,0.6965002744434534,1.9694350171988215,0.8481894945564021
1270,60,43599,11,8993,5,7908,8,4315,8,11037,23,9201,5,2145,4.03631532237171,0.6833231895936097,2.3777658223134086,0.5944414555783522,1.7149241360824354,0.42873103402060886,3.157433003332202,0.6979970726618266,1.9660374650081556,0.8467262484730514
1271,60,43670,11,8996,5,7986,8,4349,8,10986,23,9199,5,2154,4.036804494255279,0.6834060033643494,2.374430409708846,0.5936076024272114,1.720543216363278,0.4301358040908195,3.1560660531087468,0.6976948881804967,1.964477728913268,0.8460545067002024
1272,60,43669,11,9002,5,7941,8,4383,8,10941,23,9239,5,2163,4.0411463171572555,0.6841410470953445,2.374261469881079,0.5935653674702698,1.7257216046834536,0.4314304011708634,3.158640819375052,0.6982640781885738,1.9616614080319676,0.8448415833166137
1273,60,43713,11,9015,5,7945,8,4433,8,10859,23,9281,5,2180,4.048456066941201,0.6853785424688631,2.375398821778416,0.593849705444604,1.736444494443029,0.43411112361075727,3.1622855107466488,0.699069790900592,1.9555472874347677,0.842208374902166
1274,60,43779,11,9022,5,7984,8,4479,8,10802,23,9314,5,2178,4.051969307247557,0.6859733122973356,2.3765623974741845,0.5941405993685461,1.7423419180381219,0.43558547950953047,3.163672063902137,0.6993763088987884,1.9538897452827082,0.8414945103532555
1275,60,43680,11,9011,5,7965,8,4474,8,10714,23,9327,5,2189,4.054487888246726,0.6863996924644308,2.3750617249922072,0.5937654312480518,1.7410076713057332,0.4352519178264333,3.167389041588529,0.7001980015654302,1.9522866832250703,0.8408041091038939
1276,60,43686,11,9002,5,7952,8,4493,8,10688,23,9357,5,2194,4.057824051490273,0.686964484242702,2.3736039146771915,0.5934009786692979,1.742202068808194,0.4355505172020485,3.178775401912718,0.7027151242300027,1.944134592285589,0.8372931946369768
1277,60,43701,11,8999,5,7976,8,4512,8,10627,23,9382,5,2205,4.062864374757874,0.6878177797602029,2.372997671644458,0.5932494179111145,1.7473014891090985,0.43682537227727464,3.1875236225125874,0.7046490472501474,1.9382981352555713,0.8347795694119455
1278,60,43678,11,8990,5,7958,8,4553,8,10541,23,9423,5,2213,4.065735285891939,0.6883038072373665,2.3715591001797702,0.5928897750449426,1.7467477972140923,0.4366869493035231,3.193387336960606,0.7059453076982147,1.9321469057887146,0.8321303790772401
1279,60,43641,11,8997,5,7947,8,4589,8,10458,23,9431,5,2219,4.069886057686018,0.6890065071988598,2.3731020074271205,0.5932755018567801,1.7525001378895053,0.43812503447237633,3.1952692722380736,0.7063613372111845,1.9271001052932373,0.8299568404105648
1280,60,43649,11,8997,5,7972,8,4613,8,10370,23,9457,5,2240,4.0738360465309515,0.6896752158503913,2.3722021505418436,0.5930505376354609,1.757957375328019,0.4394893438320048,3.194895639436075,0.7062787401768943,1.9218278614145623,0.8276862085635736
1281,60,43677,11,8993,5,8003,8,4631,8,10312,23,9481,5,2257,4.0766181468706355,0.6901462082100183,2.370201115892326,0.5925502789730815,1.7614600768999191,0.4403650192249798,3.19890839489142,0.7071658188760093,1.9109592008903278,0.8230053312581281
1282,60,43635,11,8999,5,7961,8,4648,8,10220,23,9539,5,2268,4.085027250567047,0.6915698173932768,2.3734062771542503,0.5933515692885626,1.7636693104231753,0.44091732760579383,3.211298661106485,0.7099048697247491,1.9074436301154454,0.8214912573371383
1283,60,43558,11,8995,5,7966,8,4648,8,10122,23,9558,5,2269,4.0855659666419974,0.6916610186888198,2.3708608097891557,0.5927152024472889,1.7625854893871276,0.4406463723467819,3.212019338072492,0.7100641859832657,1.8960139606522413,0.816568766632809
1284,60,43528,11,9009,5,7952,8,4675,8,10040,23,9581,5,2271,4.091028806689816,0.6925858436808181,2.371635459685218,0.5929088649213045,1.7739164478420608,0.4434791119605152,3.2113209033778003,0.7099097867064399,1.8909266614659774,0.8143777861293793
1285,60,43552,11,9014,5,7964,8,4690,8,9973,23,9623,5,2288,4.0974158366726545,0.6936671283058604,2.3736927592307677,0.5934231898076919,1.776955593929829,0.44423889848245723,3.2200735608994644,0.7118446905735007,1.8874304207031862,0.8128720371914645
1286,60,43533,11,9016,5,7936,8,4708,8,9863,23,9699,5,2311,4.10664899080828,0.6952302441256268,2.373625708621517,0.5934064271553793,1.7846548176831758,0.44616370442079395,3.2278112581673835,0.7135552225266574,1.8842365976597613,0.8114965324760267
